NodeID,ParentID,Incident Number
Gas Leak (Natural and LP Gases).Chinatown.Code 2 Transport,Gas Leak (Natural and LP Gases).Chinatown,5
Vehicle Fire.Hayes Valley.Fire,Vehicle Fire.Hayes Valley,38
Citizen Assist - Service Call.Lone Mountain-USF.No Merit,Citizen Assist - Service Call.Lone Mountain-USF,6
Medical Incident.Oceanview-Merced-Ingleside.Patient Declined Transport,Medical Incident.Oceanview-Merced-Ingleside,174
Fuel Spill.Financial District-South Beach.No Merit,Fuel Spill.Financial District-South Beach,1
Outside Fire.Castro-Upper Market.Fire,Outside Fire.Castro-Upper Market,148
Medical Incident.Russian Hill.Medical Examiner,Medical Incident.Russian Hill,78
Medical Incident.Potrero Hill.Code 3 Transport,Medical Incident.Potrero Hill,242
Elevator - Escalator Rescue.Presidio Heights.Fire,Elevator - Escalator Rescue.Presidio Heights,3
Outside Fire.Outer Richmond.Fire,Outside Fire.Outer Richmond,79
Medical Incident.Lakeshore.Against Medical Advice,Medical Incident.Lakeshore,120
Water Rescue.Outer Richmond.Patient Declined Transport,Water Rescue.Outer Richmond,9
Outside Fire.Nob Hill.Code 2 Transport,Outside Fire.Nob Hill,2
Traffic Collision.Inner Sunset.Patient Declined Transport,Traffic Collision.Inner Sunset,34
Medical Incident.Chinatown.Code 3 Transport,Medical Incident.Chinatown,312
Smoke Investigation (Outside).Golden Gate Park.No Merit,Smoke Investigation (Outside).Golden Gate Park,1
Other.Tenderloin.Fire,Other.Tenderloin,189
Traffic Collision.Mission Bay.SFPD,Traffic Collision.Mission Bay,2
Other.Sunset-Parkside.Cancelled,Other.Sunset-Parkside,13
HazMat.Mission.No Merit,HazMat.Mission,1
Medical Incident.Treasure Island.Cancelled,Medical Incident.Treasure Island,55
Medical Incident.Glen Park.Gone on Arrival,Medical Incident.Glen Park,7
Other.Presidio Heights.Cancelled,Other.Presidio Heights,2
Explosion.Outer Mission.Fire,Explosion.Outer Mission,4
Traffic Collision.Golden Gate Park.Unable to Locate,Traffic Collision.Golden Gate Park,7
Medical Incident.Tenderloin.Unable to Locate,Medical Incident.Tenderloin,937
Water Rescue.North Beach.Medical Examiner,Water Rescue.North Beach,38
Medical Incident.Japantown.Fire,Medical Incident.Japantown,48
Medical Incident.Bayview Hunters Point.Cancelled,Medical Incident.Bayview Hunters Point,339
Outside Fire.Inner Richmond.SFPD,Outside Fire.Inner Richmond,1
Medical Incident.North Beach.Gone on Arrival,Medical Incident.North Beach,35
Citizen Assist - Service Call.Inner Richmond.Patient Declined Transport,Citizen Assist - Service Call.Inner Richmond,7
Elevator - Escalator Rescue.Tenderloin.Cancelled,Elevator - Escalator Rescue.Tenderloin,4
Alarms.Presidio Heights.Other,Alarms.Presidio Heights,6
Elevator - Escalator Rescue.Sunset-Parkside.Fire,Elevator - Escalator Rescue.Sunset-Parkside,5
Electrical Hazard.Hayes Valley.No Merit,Electrical Hazard.Hayes Valley,1
Medical Incident.Seacliff.No Merit,Medical Incident.Seacliff,19
Traffic Collision.Chinatown.Cancelled,Traffic Collision.Chinatown,9
Medical Incident.Castro-Upper Market.Against Medical Advice,Medical Incident.Castro-Upper Market,141
Electrical Hazard.McLaren Park.Fire,Electrical Hazard.McLaren Park,1
Medical Incident.Noe Valley.Cancelled,Medical Incident.Noe Valley,42
Medical Incident.Hayes Valley.Fire,Medical Incident.Hayes Valley,65
Electrical Hazard.Seacliff.Fire,Electrical Hazard.Seacliff,4
Medical Incident.McLaren Park.No Merit,Medical Incident.McLaren Park,20
Outside Fire.Lakeshore.Fire,Outside Fire.Lakeshore,38
Medical Incident.Outer Richmond.Against Medical Advice,Medical Incident.Outer Richmond,154
Traffic Collision.Bernal Heights.Unable to Locate,Traffic Collision.Bernal Heights,16
Medical Incident.North Beach.SFPD,Medical Incident.North Beach,33
Odor (Strange - Unknown).Hayes Valley.No Merit,Odor (Strange - Unknown).Hayes Valley,2
Medical Incident.Financial District-South Beach.Patient Declined Transport,Medical Incident.Financial District-South Beach,1177
Gas Leak (Natural and LP Gases).Outer Mission.Fire,Gas Leak (Natural and LP Gases).Outer Mission,26
Water Rescue.Lakeshore.Patient Declined Transport,Water Rescue.Lakeshore,9
Traffic Collision.Haight Ashbury.Patient Declined Transport,Traffic Collision.Haight Ashbury,19
Medical Incident.None.Code 2 Transport,Medical Incident.None,60
Medical Incident.Glen Park.SFPD,Medical Incident.Glen Park,6
Other.Twin Peaks.Medical Examiner,Other.Twin Peaks,1
Traffic Collision.Potrero Hill.Cancelled,Traffic Collision.Potrero Hill,6
Traffic Collision.Financial District-South Beach.Unable to Locate,Traffic Collision.Financial District-South Beach,21
Traffic Collision.Mission Bay.Fire,Traffic Collision.Mission Bay,9
Citizen Assist - Service Call.Potrero Hill.Code 2 Transport,Citizen Assist - Service Call.Potrero Hill,6
Medical Incident.Bernal Heights.Patient Declined Transport,Medical Incident.Bernal Heights,285
Electrical Hazard.Pacific Heights.Fire,Electrical Hazard.Pacific Heights,28
Elevator - Escalator Rescue.Nob Hill.Fire,Elevator - Escalator Rescue.Nob Hill,108
Other.Tenderloin.SFPD,Other.Tenderloin,9
Other.South of Market.Code 3 Transport,Other.South of Market,8
HazMat.Western Addition.Fire,HazMat.Western Addition,6
Odor (Strange - Unknown).Pacific Heights.Fire,Odor (Strange - Unknown).Pacific Heights,5
Smoke Investigation (Outside).Portola.Unable to Locate,Smoke Investigation (Outside).Portola,2
Alarms.Marina.Other,Alarms.Marina,3
Outside Fire.Noe Valley.No Merit,Outside Fire.Noe Valley,1
Medical Incident.Pacific Heights.No Merit,Medical Incident.Pacific Heights,251
Administrative.Mission Bay.Other,Administrative.Mission Bay,1
Alarms.Twin Peaks.Cancelled,Alarms.Twin Peaks,3
Medical Incident.Haight Ashbury.Unable to Locate,Medical Incident.Haight Ashbury,33
Vehicle Fire.North Beach.Fire,Vehicle Fire.North Beach,7
Elevator - Escalator Rescue.Chinatown.Patient Declined Transport,Elevator - Escalator Rescue.Chinatown,6
Outside Fire.Castro-Upper Market.SFPD,Outside Fire.Castro-Upper Market,1
Other.Marina.Cancelled,Other.Marina,8
Structure Fire.Japantown.Code 2 Transport,Structure Fire.Japantown,11
Traffic Collision.Western Addition.Gone on Arrival,Traffic Collision.Western Addition,9
High Angle Rescue.Seacliff.Code 2 Transport,High Angle Rescue.Seacliff,9
Citizen Assist - Service Call.Outer Richmond.Patient Declined Transport,Citizen Assist - Service Call.Outer Richmond,6
Gas Leak (Natural and LP Gases).Lone Mountain-USF.No Merit,Gas Leak (Natural and LP Gases).Lone Mountain-USF,4
Smoke Investigation (Outside).West of Twin Peaks.Unable to Locate,Smoke Investigation (Outside).West of Twin Peaks,1
Citizen Assist - Service Call.Chinatown.Code 2 Transport,Citizen Assist - Service Call.Chinatown,8
Traffic Collision.Tenderloin.Patient Declined Transport,Traffic Collision.Tenderloin,77
Smoke Investigation (Outside).Mission.Unable to Locate,Smoke Investigation (Outside).Mission,2
Medical Incident.Golden Gate Park.Patient Declined Transport,Medical Incident.Golden Gate Park,80
Outside Fire.Treasure Island.No Merit,Outside Fire.Treasure Island,1
Water Rescue.Russian Hill.Fire,Water Rescue.Russian Hill,65
Structure Fire.Hayes Valley.Code 2 Transport,Structure Fire.Hayes Valley,6
Structure Fire.Outer Mission.Code 3 Transport,Structure Fire.Outer Mission,19
Fuel Spill.South of Market.Against Medical Advice,Fuel Spill.South of Market,4
Gas Leak (Natural and LP Gases).South of Market.No Merit,Gas Leak (Natural and LP Gases).South of Market,3
Traffic Collision.Western Addition.SFPD,Traffic Collision.Western Addition,25
Medical Incident.South of Market.CHP,Medical Incident.South of Market,7
Other.Inner Sunset.Fire,Other.Inner Sunset,88
Medical Incident.Inner Richmond.Against Medical Advice,Medical Incident.Inner Richmond,79
Medical Incident.Visitacion Valley.Code 3 Transport,Medical Incident.Visitacion Valley,268
Structure Fire.Mission.Patient Declined Transport,Structure Fire.Mission,11
Other.Tenderloin.Gone on Arrival,Other.Tenderloin,2
Structure Fire.None.Fire,Structure Fire.None,2
Gas Leak (Natural and LP Gases).Russian Hill.Fire,Gas Leak (Natural and LP Gases).Russian Hill,28
Other.Pacific Heights.Code 2 Transport,Other.Pacific Heights,8
Alarms.Lincoln Park.Fire,Alarms.Lincoln Park,64
Citizen Assist - Service Call.Hayes Valley.Other,Citizen Assist - Service Call.Hayes Valley,1
Outside Fire.Bayview Hunters Point.No Merit,Outside Fire.Bayview Hunters Point,12
Other.Hayes Valley.Fire,Other.Hayes Valley,83
Traffic Collision.Sunset-Parkside.Code 3 Transport,Traffic Collision.Sunset-Parkside,19
HazMat.Financial District-South Beach.Fire,HazMat.Financial District-South Beach,11
Other.North Beach.SFPD,Other.North Beach,1
Other.Financial District-South Beach.Patient Declined Transport,Other.Financial District-South Beach,1
Traffic Collision.Western Addition.Unable to Locate,Traffic Collision.Western Addition,6
Medical Incident.Haight Ashbury.Gone on Arrival,Medical Incident.Haight Ashbury,8
Traffic Collision.Russian Hill.Against Medical Advice,Traffic Collision.Russian Hill,5
Other.Noe Valley.Cancelled,Other.Noe Valley,2
Citizen Assist - Service Call.Western Addition.Against Medical Advice,Citizen Assist - Service Call.Western Addition,3
Structure Fire.Pacific Heights.Fire,Structure Fire.Pacific Heights,708
HazMat.Mission.Code 2 Transport,HazMat.Mission,3
Other.None.Code 2 Transport,Other.None,9
Citizen Assist - Service Call.Inner Sunset.Other,Citizen Assist - Service Call.Inner Sunset,1
Traffic Collision.Financial District-South Beach.Gone on Arrival,Traffic Collision.Financial District-South Beach,13
Medical Incident.Twin Peaks.Medical Examiner,Medical Incident.Twin Peaks,42
Other.Glen Park.SFPD,Other.Glen Park,1
Structure Fire.Lakeshore.Cancelled,Structure Fire.Lakeshore,2
Vehicle Fire.Tenderloin.Fire,Vehicle Fire.Tenderloin,57
Traffic Collision.Financial District-South Beach.SFPD,Traffic Collision.Financial District-South Beach,15
Other.Treasure Island.Cancelled,Other.Treasure Island,10
Electrical Hazard.None.Fire,Electrical Hazard.None,1
Traffic Collision.North Beach.Patient Declined Transport,Traffic Collision.North Beach,31
Medical Incident.Presidio Heights.Cancelled,Medical Incident.Presidio Heights,33
Other.Tenderloin.Unable to Locate,Other.Tenderloin,1
Medical Incident.None.No Merit,Medical Incident.None,7
Alarms.Bayview Hunters Point.Other,Alarms.Bayview Hunters Point,3
Medical Incident.Excelsior.Against Medical Advice,Medical Incident.Excelsior,63
Medical Incident.Seacliff.Code 2 Transport,Medical Incident.Seacliff,159
Outside Fire.Outer Richmond.Unable to Locate,Outside Fire.Outer Richmond,2
Traffic Collision.Glen Park.Patient Declined Transport,Traffic Collision.Glen Park,6
Medical Incident.Haight Ashbury.SFPD,Medical Incident.Haight Ashbury,12
Other.Bayview Hunters Point.Cancelled,Other.Bayview Hunters Point,18
Citizen Assist - Service Call.Twin Peaks.Fire,Citizen Assist - Service Call.Twin Peaks,16
Outside Fire.Castro-Upper Market.Unable to Locate,Outside Fire.Castro-Upper Market,6
Other.Japantown.Fire,Other.Japantown,27
Medical Incident.McLaren Park.Code 2 Transport,Medical Incident.McLaren Park,124
Citizen Assist - Service Call.Excelsior.Patient Declined Transport,Citizen Assist - Service Call.Excelsior,7
Medical Incident.Inner Sunset.Fire,Medical Incident.Inner Sunset,46
Elevator - Escalator Rescue.Outer Richmond.No Merit,Elevator - Escalator Rescue.Outer Richmond,1
Traffic Collision.Outer Mission.Against Medical Advice,Traffic Collision.Outer Mission,42
Medical Incident.North Beach.Unable to Locate,Medical Incident.North Beach,68
Traffic Collision.Bernal Heights.SFPD,Traffic Collision.Bernal Heights,15
Vehicle Fire.Haight Ashbury.Fire,Vehicle Fire.Haight Ashbury,7
Gas Leak (Natural and LP Gases).Mission.Cancelled,Gas Leak (Natural and LP Gases).Mission,3
Citizen Assist - Service Call.Chinatown.No Merit,Citizen Assist - Service Call.Chinatown,2
Traffic Collision.Oceanview-Merced-Ingleside.Fire,Traffic Collision.Oceanview-Merced-Ingleside,15
Citizen Assist - Service Call.Potrero Hill.No Merit,Citizen Assist - Service Call.Potrero Hill,2
Traffic Collision.Nob Hill.Code 3 Transport,Traffic Collision.Nob Hill,35
Medical Incident.Lone Mountain-USF.Code 3 Transport,Medical Incident.Lone Mountain-USF,159
Medical Incident.Tenderloin.Gone on Arrival,Medical Incident.Tenderloin,295
Smoke Investigation (Outside).Lincoln Park.Fire,Smoke Investigation (Outside).Lincoln Park,12
Medical Incident.Glen Park.Unable to Locate,Medical Incident.Glen Park,11
Traffic Collision.Golden Gate Park.Gone on Arrival,Traffic Collision.Golden Gate Park,3
Medical Incident.Pacific Heights.Code 2 Transport,Medical Incident.Pacific Heights,2677
Medical Incident.Western Addition.Patient Declined Transport,Medical Incident.Western Addition,382
Watercraft in Distress.North Beach.Fire,Watercraft in Distress.North Beach,1
Other.Bernal Heights.Patient Declined Transport,Other.Bernal Heights,7
Traffic Collision.Golden Gate Park.SFPD,Traffic Collision.Golden Gate Park,14
Traffic Collision.Lincoln Park.Code 2 Transport,Traffic Collision.Lincoln Park,2
Medical Incident.Tenderloin.SFPD,Medical Incident.Tenderloin,214
Medical Incident.South of Market.Code 3 Transport,Medical Incident.South of Market,964
Medical Incident.Twin Peaks.Other,Medical Incident.Twin Peaks,6
Other.Haight Ashbury.Unable to Locate,Other.Haight Ashbury,1
Gas Leak (Natural and LP Gases).Visitacion Valley.No Merit,Gas Leak (Natural and LP Gases).Visitacion Valley,3
Medical Incident.Visitacion Valley.CHP,Medical Incident.Visitacion Valley,2
Structure Fire.McLaren Park.Fire,Structure Fire.McLaren Park,29
Medical Incident.Marina.Cancelled,Medical Incident.Marina,111
Structure Fire.Hayes Valley.No Merit,Structure Fire.Hayes Valley,6
Traffic Collision.Bernal Heights.Gone on Arrival,Traffic Collision.Bernal Heights,2
Traffic Collision.Lakeshore.Other,Traffic Collision.Lakeshore,19
Structure Fire.Seacliff.Fire,Structure Fire.Seacliff,71
Odor (Strange - Unknown).Haight Ashbury.No Merit,Odor (Strange - Unknown).Haight Ashbury,2
Smoke Investigation (Outside).West of Twin Peaks.Fire,Smoke Investigation (Outside).West of Twin Peaks,26
Gas Leak (Natural and LP Gases).Twin Peaks.Fire,Gas Leak (Natural and LP Gases).Twin Peaks,9
Medical Incident.Haight Ashbury.Fire,Medical Incident.Haight Ashbury,24
Traffic Collision.Inner Richmond.Medical Examiner,Traffic Collision.Inner Richmond,6
Citizen Assist - Service Call.Tenderloin.Other,Citizen Assist - Service Call.Tenderloin,3
Vehicle Fire.Inner Sunset.Fire,Vehicle Fire.Inner Sunset,5
Traffic Collision.Mission.Code 2 Transport,Traffic Collision.Mission,638
Traffic Collision.Lone Mountain-USF.Cancelled,Traffic Collision.Lone Mountain-USF,5
Medical Incident.Nob Hill.Cancelled,Medical Incident.Nob Hill,178
Medical Incident.Presidio.Code 2 Transport,Medical Incident.Presidio,446
Smoke Investigation (Outside).Portola.Fire,Smoke Investigation (Outside).Portola,9
Alarms.Financial District-South Beach.No Merit,Alarms.Financial District-South Beach,12
Traffic Collision.Hayes Valley.Patient Declined Transport,Traffic Collision.Hayes Valley,98
Traffic Collision.Financial District-South Beach.Fire,Traffic Collision.Financial District-South Beach,24
Structure Fire.Tenderloin.Code 2 Transport,Structure Fire.Tenderloin,22
Traffic Collision.Japantown.Patient Declined Transport,Traffic Collision.Japantown,18
Traffic Collision.Marina.Code 3 Transport,Traffic Collision.Marina,27
Traffic Collision.Portola.Code 2 Transport,Traffic Collision.Portola,90
Other.Glen Park.Fire,Other.Glen Park,24
Traffic Collision.Castro-Upper Market.Other,Traffic Collision.Castro-Upper Market,7
Traffic Collision.West of Twin Peaks.Code 2 Transport,Traffic Collision.West of Twin Peaks,164
Assist Police.Tenderloin.Fire,Assist Police.Tenderloin,1
Other.Presidio.No Merit,Other.Presidio,8
Other.North Beach.Fire,Other.North Beach,81
Traffic Collision.Outer Richmond.Other,Traffic Collision.Outer Richmond,13
Traffic Collision.South of Market.Cancelled,Traffic Collision.South of Market,64
Outside Fire.Sunset-Parkside.No Merit,Outside Fire.Sunset-Parkside,1
Other.Hayes Valley.SFPD,Other.Hayes Valley,1
Explosion.Twin Peaks.Fire,Explosion.Twin Peaks,4
Smoke Investigation (Outside).Mission.Fire,Smoke Investigation (Outside).Mission,70
Structure Fire.Presidio.Fire,Structure Fire.Presidio,44
Elevator - Escalator Rescue.South of Market.Patient Declined Transport,Elevator - Escalator Rescue.South of Market,2
Traffic Collision.Bayview Hunters Point.CHP,Traffic Collision.Bayview Hunters Point,1
Traffic Collision.Outer Richmond.Medical Examiner,Traffic Collision.Outer Richmond,10
Alarms.Western Addition.Code 2 Transport,Alarms.Western Addition,4
Citizen Assist - Service Call.South of Market.Code 2 Transport,Citizen Assist - Service Call.South of Market,35
Citizen Assist - Service Call.Visitacion Valley.No Merit,Citizen Assist - Service Call.Visitacion Valley,1
Other.Oceanview-Merced-Ingleside.Patient Declined Transport,Other.Oceanview-Merced-Ingleside,3
Fuel Spill.Portola.Fire,Fuel Spill.Portola,3
Citizen Assist - Service Call.West of Twin Peaks.Cancelled,Citizen Assist - Service Call.West of Twin Peaks,1
Medical Incident.Japantown.Unable to Locate,Medical Incident.Japantown,28
